,bookname,name
2991,"[47384, 28784, 47479, 22714, 47460, 41989]",2991
2992,"[44513, 695, 44364, 16719, 36074, 9603, 9595, 681, 44454, 708, 33434, 33416, 33424, 681]",2992
2993,"[919, 8665, 21258, 14044, 14095, 38581, 26625, 42875, 42825, 47917, 37627, 35507]",2993
2994,"[21734, 8499, 48388, 44727, 41525, 9128, 50416, 399, 432, 443, 16103, 49913, 41521, 16967, 16753, 49913, 399]",2994
2995,"[1369, 15537, 35646, 20424, 45758, 6969, 20811, 45943, 14941, 44079, 31471, 12818, 2866, 24554, 45667, 20811, 19274, 30666, 45854, 45602, 45462, 21918]",2995
2996,[33416],2996
2997,"[20817, 6775, 31031, 36089]",2997
2998,[39424],2998
2999,"[14942, 13737, 25941]",2999
3000,"[49542, 50393, 13346, 28793, 18503, 49569, 16879, 16866, 33250, 28296, 41736, 8655, 48752, 36119]",3000
3001,"[24311, 35451, 11993, 11993, 31590, 35513, 40609, 18001, 21141, 28858, 16509]",3001
3002,"[26468, 45906, 11908, 600, 2962, 27258, 428, 521, 49903, 36789, 36812, 36813, 23873, 36787]",3002
3003,"[20860, 22986, 40863, 33416]",3003
3004,"[22493, 31995, 32003, 44532, 44451, 14712, 671, 676, 32268, 44540, 41967, 36797, 52787, 50602, 36812]",3004
3005,"[35852, 16825, 35874, 41234, 32267, 48861, 18953, 50362, 46419, 52060, 4389]",3005
3006,"[33448, 31397, 38187, 31393, 12462, 44493, 32539, 49344, 41831, 33561, 41231, 27383, 44206, 52331, 16517, 16509, 50363, 13430, 28919, 16483, 45672, 21250, 5329, 5380, 36982, 50600, 50326, 14644, 34126, 50500, 36788, 15081]",3006
3007,"[11590, 36920, 23297, 25661]",3007
3008,"[50451, 33121, 50456, 25840, 33390, 3986, 24039, 45476, 26622, 27901, 13688, 10729, 52952, 41917, 48480, 46903, 46916, 601, 18948, 607, 45863, 46920, 46914, 31794, 46918, 48489, 8062, 48480, 44423, 44485, 11659, 43128, 34535, 50457, 46908, 338, 24039, 50458, 14739, 52672, 48480, 50458, 18820, 28009, 694, 443, 18824, 44515, 47897, 48480, 46914, 24053, 36808, 36813, 36787, 50322, 26912, 18973, 48487, 11658, 47897, 46920, 43111, 18831, 50457]",3008
3009,"[36808, 36812]",3009
3010,"[2962, 3001, 2923, 3015, 3023, 36811, 36814, 50326, 36807]",3010
3011,"[36812, 50321, 36788, 36814, 36813]",3011
3012,"[26610, 45814]",3012
3013,"[21851, 13453, 38591, 26674, 22809, 2753, 2962, 42202, 44668, 44809, 19811, 44813, 37819, 15572, 36818, 45530, 32774, 32779, 32777, 32776, 26034, 44694, 18824, 47898, 21280, 21280, 17121, 30111, 17120, 17122, 17123, 52581, 36812, 50322, 23873, 17163, 12832, 50630]",3013
3014,"[6162, 32221, 44532, 676, 671, 42890, 44811, 36858, 44809, 52787, 36791, 50602, 36816, 14644, 36806]",3014
3015,"[36788, 50500, 36201, 36813]",3015
3016,"[8315, 48736]",3016
3017,"[33059, 12756, 45864, 51484, 12757, 27084, 30939, 30944]",3017
3018,"[10944, 5681]",3018
3019,"[16097, 44794, 13340]",3019
3020,"[447, 44539, 44451, 44534, 44442]",3020
3021,"[52739, 15806, 52015, 34146, 19848, 30770, 19978, 19820]",3021
3022,"[14101, 14121, 51471, 17580, 11018, 45637, 45633, 11009, 46269, 24367, 966, 46693, 19819, 19837, 19794, 19848, 44667]",3022
3023,"[52286, 31414, 42563, 19807, 37772, 34890, 53050, 51526, 51525, 37772, 51523, 51522, 22148, 22147, 45257, 41124, 41126, 16135, 15577, 16136, 42675, 27827, 19819, 19848, 15806, 15805, 20270, 20269, 37772, 37772]",3023
3024,"[32337, 13393, 5349, 8465, 35860, 20210, 17921, 20260, 47888, 43885, 22575, 26412, 5521, 26395, 5687, 46336, 36011, 40708, 18813, 50459, 22564, 47091, 8538, 33445, 28475, 33944, 41601, 10897, 5212, 32376, 15066]",3024
3025,[34146],3025
3026,"[48204, 41541, 22415, 11932, 32571, 41816, 51524, 44238, 47927, 44553, 44417, 19819, 19839, 46762, 24268, 48428, 27200, 723, 44504]",3026
3027,"[5519, 51028, 18604, 51341, 42711, 23364, 50227, 12948, 40772]",3027
3028,"[424, 45807, 32380, 424, 19839, 19816]",3028
3029,"[14508, 9673, 24931, 29333, 52291, 52293, 52272, 49675, 52294, 28181, 42816, 52293, 41920, 19795, 19839, 42769, 42890, 52294, 52293]",3029
3030,"[21557, 8539, 137, 51967, 44117, 17468, 14703, 50595, 24575, 20817, 8954]",3030
3031,"[44191, 44708, 20086, 10579, 14221, 14217, 42618, 28342, 41244, 53066, 52400, 50467, 42202, 22686, 28260, 37740, 8013, 27885, 30018, 24257, 32491]",3031
3032,"[16696, 52291, 19709]",3032
3033,"[31316, 5796, 24931, 52291, 52293, 52301, 35666, 42888, 52294, 52285, 15187, 40215, 32622, 40849, 19839, 19816, 22739, 15602, 52293, 52294, 37259, 45438, 45793, 48141, 729]",3033
3034,"[21856, 40874, 52281, 11882, 20743, 50504, 1301, 40173]",3034
3035,"[33416, 45438, 31314, 31309, 1278, 37741, 20941, 27055, 30054, 17199, 26622, 41809, 8210, 42221, 35933]",3035
3036,"[17572, 2357, 9829, 20245, 2357, 2322, 28641, 30741, 18210, 18229, 2357, 2322, 49893, 30744, 30728, 30735, 27144, 19852, 46916, 51062, 28965, 2357, 52295, 52291]",3036
3037,"[21467, 52857]",3037
3038,"[46172, 34555, 23392, 12248, 33960, 33960, 50494, 42813, 31205]",3038
3039,"[45343, 41218, 6890, 5298]",3039
3040,"[20866, 46425, 27097, 27923, 17470, 12936, 17064, 31505, 34147, 17316, 46827, 36462, 37358, 12079]",3040
3041,"[30081, 32616, 53125, 13438, 51733, 51734]",3041
3042,"[31553, 23192, 51863, 20778, 20865]",3042
3043,"[44677, 30136, 51457, 46465, 52735, 44371, 28185, 42841, 30418, 5655, 51415, 35024, 35023, 47952, 37629, 22450, 52109, 22449, 26463, 22448, 9834, 47959, 44608, 27128, 44526, 42890, 42886, 43969, 17432, 27060, 37259]",3043
3044,"[47350, 14180, 52593]",3044
3045,"[53094, 11587, 11586, 11588, 42622, 52297, 42620, 24931, 37739, 37882, 44810, 48526, 15364, 40489, 17113, 49791, 53130, 50926, 32134, 18616, 52294, 7940, 27013, 18617, 15197, 20055, 1292, 21006, 16714, 19848, 19819, 34148, 44238, 678, 697, 18616, 37741]",3045
3046,"[40183, 9547, 51579, 49959, 52593, 46330, 52594, 21763, 34147, 52593, 52594, 24017]",3046
3047,"[19853, 19846]",3047
3048,"[30122, 30123]",3048
3049,"[48577, 24343, 21171, 8198, 20708, 9386, 32322, 32322, 9823, 9640, 18051, 38023, 45075, 41919, 19853, 19845]",3049
3050,"[23509, 22037]",3050
3051,"[28716, 28717, 50023, 23990, 1169, 44679]",3051
3052,"[37546, 46037, 4931, 2165]",3052
3053,"[38678, 18444, 11758, 12398, 44605, 11735]",3053
3054,"[16480, 50751, 44757, 7794, 5279, 50282, 18953, 5019]",3054
3055,"[21974, 15170, 1274, 6545, 15994, 49520]",3055
3056,"[33456, 26459, 42061, 42061, 42061, 22749]",3056
3057,"[37833, 42755, 42754]",3057
3058,"[3890, 10713, 2842, 35893, 5383, 5918, 24077, 39855, 3926, 3944, 3934, 3907, 10830]",3058
3059,"[41483, 29688, 47378, 40855, 44485, 44478, 2880, 15776, 42749, 15795, 15791, 19978, 19848, 19978, 19819]",3059
3060,"[7916, 15779, 12884, 15765, 2289, 21889, 41974, 1986, 1990, 2181, 36559, 37510, 3948, 10829, 15784, 42759, 42749, 15787, 19818, 19818, 8666, 34375, 41562]",3060
3061,"[1805, 20742, 33072, 33009, 52618, 5236, 14734, 45372, 39304, 22642, 5241, 42270, 3947, 31388, 31402]",3061
3062,"[11669, 22534, 40753, 16528, 9310, 49705, 42906, 44044, 42508, 45207, 49829, 19751, 21754, 42515, 6552, 5521, 968, 5535, 3916, 45051, 42751, 2778, 35713, 38077, 19752, 19753, 3911, 3936, 3922, 3692, 10630, 27808, 42527, 42518, 43288]",3062
3063,"[40934, 31154, 2844, 31162, 943, 3948, 43174, 9453, 9456, 17419, 24078, 16577, 16577, 14635, 20295, 22749, 19819]",3063
3064,"[22122, 14566, 49348, 604, 50390, 15782, 3957, 15776, 44532, 669, 24677, 681, 29328, 16575, 5307, 35897, 39697, 3932, 3951, 5585, 16574, 44517, 44430, 30870, 44532, 19848, 7753, 10613, 5528, 3481]",3064
3065,"[19675, 46031, 7988, 24785, 13389, 44363, 40471, 26676, 46031, 11014]",3065
3066,"[16999, 10983, 14274, 31371, 31370, 31369, 16482, 27892]",3066
3067,"[32966, 10836, 3940]",3067
3068,"[33634, 31794, 20704, 33635, 33636, 22749]",3068
3069,"[36182, 52730]",3069
3070,"[15775, 19817, 15766, 19822, 32966]",3070
3071,"[10112, 47803, 24610, 18744]",3071
3072,"[2855, 10783, 12325, 2768, 40753, 12379, 2849]",3072
3073,"[8483, 520, 28393, 39923, 18230, 45497]",3073
3074,"[18302, 24019, 15545, 30324, 34069, 30302, 43493, 15770, 32623, 31150, 15777, 50382, 50384, 15784, 15795, 15795, 15543, 15543, 23592, 23592, 50737, 15766]",3074
3075,"[52604, 52556, 44406, 44380, 15765, 13565, 8010, 6470, 3940, 10834, 35708, 35698, 22687, 19837, 19837, 26748, 3239]",3075
3076,"[27232, 39800]",3076
3077,"[23487, 22504, 37541, 48534, 25734, 41590, 26658, 42751, 11530, 15791, 15795, 35704, 22687, 13677]",3077
3078,"[45263, 15791, 15791, 15795, 19815, 38077, 19839, 22749, 19837, 35693, 19826]",3078
3079,"[19306, 49527, 3930, 47801, 15792, 15802, 43269, 15190, 22092, 24739, 41247]",3079
3080,"[35894, 49228, 5148, 16577, 45117, 37155, 16231, 18231, 15759, 18260, 15543, 42749]",3080
3081,"[52556, 52604, 44379, 2775, 27118]",3081
3082,"[20817, 13902, 40927, 32363, 32389, 32389, 32389, 31204, 42749, 42755, 15802, 42749, 42755]",3082
3083,"[37173, 14738, 37416, 17799, 16825, 45998, 8778, 34520, 15283, 46267, 45998, 39694, 45998, 43269, 15791, 45998, 30875, 19856, 19826, 22748, 27055, 17679, 50886, 15283, 46267, 9581, 35983]",3083
3084,"[20758, 16490, 48379, 48359, 49242, 29339, 26402, 26404]",3084
3085,"[37268, 37173, 33268, 13358]",3085
3086,"[48314, 19892, 34315, 16051, 33423, 33422]",3086
3087,"[28475, 43911, 40484, 42557, 24922]",3087
3088,"[2369, 37268, 39454, 9178, 48207, 41892, 16825, 13578, 50224, 50973, 20917, 20867, 45645, 45646, 46029, 8137, 33416, 39454, 33425, 39458, 49424, 33121]",3088
3089,"[39454, 41771, 34429, 34696, 32017, 21219, 1171, 1927, 1907]",3089
3090,"[12016, 14809, 14809, 13128, 45622, 45622, 21021, 21021, 40428, 6592, 6649, 6661, 6655, 6570, 6713, 6692]",3090
3091,"[47760, 9522, 13578, 22035, 39454, 23537, 46764, 4389, 27833, 29813, 29724, 29796, 20056, 14805, 41155, 17941, 1259, 36548, 28474]",3091
3092,"[28614, 46124, 45646, 34508, 20867, 20917, 45645]",3092
3093,"[22005, 48332, 52915, 43102, 36171, 50233, 15333, 23478, 37815, 50298, 16031, 41662, 36788, 50301, 50600, 51596, 23894, 21823, 36982, 45650, 25809, 3979, 11011, 44639, 28488, 42618, 42618]",3093
3094,"[31397, 30768, 11255, 11255]",3094
3095,"[16667, 48473, 39459, 37270]",3095
3096,"[36170, 37271, 35085, 37267, 39492, 39463, 33422, 33423]",3096
3097,[4350],3097
3098,"[37280, 21141, 1878, 32170, 4389, 35092, 17661, 39521, 33424, 24048, 33416, 37591, 32144]",3098
3099,"[42845, 42819, 2570, 42787, 23972, 51643, 49755, 37304, 48480, 50416, 39346, 40299, 40123, 33422, 1346, 20872, 10556, 47705, 16768, 39372, 28682, 50206, 50203, 47138, 46554, 29599, 45027, 13803, 42518, 39459, 45745, 22680, 7938, 20677, 16780, 20407, 27628, 20855, 20872, 17661, 39104, 39346, 34968, 39459, 8259, 32959, 33416, 34968, 42479, 41269, 19948, 9085]",3099
3100,"[10643, 3654, 1150, 32170, 35092, 35093, 1362, 39484, 1150, 33401, 48505, 36262, 33424, 33416, 208, 18375, 7259, 48791, 15615, 15638, 39443, 33421, 33416, 39503, 39498, 35092, 7234, 7188, 35092, 32091]",3100
3101,"[33425, 20713, 39459, 49256, 39189, 47923, 39454]",3101
3102,"[14107, 14070, 19389, 50016, 22460, 39454, 39459, 33376, 33382, 33410, 38405, 3062, 12234, 33488, 45648, 42656, 33420, 32032, 39196, 24944, 24943, 14194, 14098, 43543]",3102
3103,"[20751, 39454, 47923, 39985]",3103
3104,"[148, 49879, 39939, 4831]",3104
3105,"[40358, 12334, 24388, 24772, 24808, 48826, 37935, 24807, 18445, 26031, 9604, 50735, 15180, 32465, 50364, 16147]",3105
3106,"[14107, 35092, 50321, 39419, 33416, 27208, 51073, 36179, 19738, 20804, 44499]",3106
3107,"[37310, 15407, 42882, 11213, 8945, 8797, 21798, 3488, 14870, 41229, 52076, 48235, 24740, 30856, 28035, 48609, 27914, 33413, 20043, 23320, 42493, 37307, 38610, 18411, 33416, 30602, 47186, 8960, 51417, 49035, 42958, 51755, 13600, 35762, 33416, 33416, 14331, 17979, 8960, 14874, 30701]",3107
3108,"[47599, 35090, 26072, 36558]",3108
3109,"[20487, 37256, 38400, 42841, 33330, 37257, 39455, 33416, 33423]",3109
3110,"[14613, 3032, 14070, 14810, 33416, 21112, 33423, 7861, 30018, 1286, 20883]",3110
3111,"[14087, 13968, 39444]",3111
3112,"[44399, 45861, 37264, 17650, 42792, 39411, 39419, 11407, 33416, 48720, 34898, 52134, 44876, 33416, 33415, 14446, 27739, 17348, 39440, 39501]",3112
3113,"[7275, 33417, 39443, 33425]",3113
3114,"[37257, 21117]",3114
3115,"[13357, 50034, 31526, 48118, 8048, 35118, 28453, 22595, 51736, 13100, 46184, 24749, 22245, 22596, 11321, 26982, 9708, 22397, 48726, 48534, 51044, 20044, 24317, 46155, 27132, 46747, 27675, 26689, 33390, 25719, 23464, 45087, 14553, 6643, 47007, 21322, 36121, 14719, 42568, 27309, 7863, 34471, 28397, 50834, 27861, 27861, 17110, 20904, 28237, 33416, 21215, 34851, 34851, 41823, 50495, 19542, 10312, 51016, 35538, 19426, 38464, 38460, 9135, 22247, 24488, 46347, 32602, 34711]",3115
3116,"[22218, 29407, 8500, 49299, 3573, 33420, 21173, 19899, 20727, 8077, 33416, 33425, 50764, 50765, 1280, 1249, 15509, 33422, 50288, 22677, 41007, 33323]",3116
3117,"[48838, 14130, 37278, 37266, 37267, 35092, 27864, 9170, 37270, 14609, 33416, 47587, 14199]",3117
3118,"[33373, 33043, 33043, 14038, 39415, 41923, 21011, 39459, 31693]",3118
3119,"[33361, 33375]",3119
3120,"[39428, 39484, 50833, 35654]",3120
3121,"[33374, 8653, 18435]",3121
3122,"[39459, 39411, 33346, 33344, 13972, 33043, 33043, 33331, 39420, 33344, 8860, 13459, 35524, 14550, 20826, 33372, 33380, 39420]",3122
3123,"[40960, 5300, 40381, 6766, 40328, 40382, 27757, 39420, 33331, 7205, 33043, 33024, 44232, 31800, 21921, 21920, 15002, 15002, 8284, 8285, 11402, 34444, 37016, 35049, 14716, 32157, 11403, 33331, 33043, 5862, 8497, 19659, 13356, 32054, 35654, 28179, 20199]",3123
3124,"[52602, 22491, 31577, 31915, 9354, 32765, 53093, 51982, 33329, 16877, 7237, 33043, 39415, 1311, 9353, 34313, 28304, 34415, 46618, 28716, 28717, 31736, 9351, 9352, 19783, 35475, 21594, 51059, 40484, 33348, 28549, 25721, 25727, 19371, 46097, 37473, 19203, 39454, 39428, 7250, 7275, 7181, 53198, 41131, 34507, 50687]",3124
3125,"[12188, 5838, 5835, 2993, 2962, 5933]",3125
3126,"[7055, 30682, 1926, 426, 426, 44478, 7064, 677, 426, 44546, 10354, 22931, 26743, 10086, 37786, 42128, 35514]",3126
3127,"[36200, 33662, 33304, 28977, 8778, 30129, 42753, 33361, 39428]",3127
3128,"[7216, 16071, 18396]",3128
3129,"[31111, 15158, 26493, 34615, 8299]",3129
3130,"[10899, 6639, 48611, 11823, 33379, 33329, 33267, 21015, 1165, 31035, 41903, 17637, 6908, 33332, 10605, 33048, 33054, 28249, 18352, 18352, 7398]",3130
3131,"[7064, 7237, 33043, 33329, 41945, 42175, 41946, 1289]",3131
3132,"[20823, 20914, 14555, 48829, 11963]",3132
3133,"[17970, 8306]",3133
3134,"[5509, 11196, 33352, 33350, 33352]",3134
3135,"[2003, 23925]",3135
3136,"[14156, 33352, 39879, 47347, 33043, 20883, 20823, 41945, 41946, 33351, 33334, 33057, 33057, 44766, 39480, 39490]",3136
3137,"[19922, 11035, 8492, 52879, 17819, 14130, 14080, 35092, 19318, 10806, 21020, 48330, 34857, 30839]",3137
3138,"[33382, 33363]",3138
3139,"[24738, 36506, 8289]",3139
3140,"[16473, 46720, 42168, 16482, 19707]",3140
3141,"[6909, 6823, 16122]",3141
3142,"[5846, 30675, 5778, 33331, 39443, 39420, 27214, 20784, 20785]",3142
3143,"[6596, 33348, 33331, 39464, 38430, 38426, 5838]",3143
3144,"[48453, 30717, 19689, 913, 47918, 22026, 39464, 39443, 37878, 20785, 20866, 35852, 40435, 34066, 16071, 21142, 45946, 27666]",3144
3145,[11365],3145
3146,"[21062, 41945, 21113, 14123, 14107, 14162, 33065]",3146
3147,"[31395, 45386, 31410, 21280]",3147
3148,"[7050, 10713, 14042, 47422, 41945, 14162, 14123, 1362, 35092, 39440, 31697, 33065, 16824, 33365, 28858, 33364, 45919, 44550, 1275, 21181, 16824, 31693, 39440, 5822]",3148
3149,"[14044, 13746, 43634, 53161, 822, 2962, 39440, 31697, 33329, 33380, 39440, 31696, 45081, 17468, 38542]",3149
3150,"[25901, 39480, 24582, 27066, 27062, 35059, 31988, 5258, 5851, 5947]",3150
3151,[39415],3151
3152,"[23823, 31697, 6629, 31688, 39443, 39443, 33043, 33043, 33349, 33349, 40687, 31692, 40095, 39498, 33382, 33379]",3152
3153,"[31696, 2614, 32741, 6668, 6650, 20861, 24732, 11248, 31693, 39440]",3153
3154,"[31693, 39440]",3154
3155,"[11905, 14948, 28998, 44301, 39420, 33331, 44509, 16485, 45885, 409, 692, 34020, 708]",3155
3156,"[5584, 5307, 22524, 10721, 26148, 26148, 3560, 3479, 8782, 8783, 11639, 27102, 31800, 6906, 5873, 10949, 32443, 48256, 9906, 37889, 45876, 32445, 1429, 6681, 6783, 6775, 29993, 5312, 5563, 53070, 8540, 8539, 3479, 26148]",3156
3157,"[7097, 6917, 10749]",3157
3158,"[5674, 3487]",3158
3159,[7204],3159
3160,"[7064, 39408]",3160
3161,"[11694, 48021]",3161
3162,"[33043, 20599, 1422, 1416, 49035, 6074]",3162
3163,[31696],3163
3164,[42881],3164
3165,"[7105, 7105]",3165
3166,"[27637, 46104, 45284, 51137, 41077, 22330, 48026, 1173]",3166
3167,"[32559, 30033, 42598, 16074, 18019, 42705, 331, 26467, 10381, 34411, 46036, 52684, 52652, 20405, 12722, 12456, 12457]",3167
3168,[33348],3168
3169,"[37609, 37956, 20378, 26454, 26458, 20378, 37956, 26448, 49660, 37956, 20613, 20861]",3169
3170,"[14123, 14196, 13968, 6814, 34113, 6844]",3170
3171,"[33348, 39480]",3171
3172,"[38433, 42787, 33329, 31690, 33348, 39456, 33349, 37161, 14850, 39456, 31690, 33364, 39456]",3172
3173,"[39462, 31693, 39456, 28304, 30125]",3173
3174,"[7226, 7242, 7203, 7251, 20883, 52987, 39453]",3174
3175,"[27401, 37325, 27078, 34571, 21831, 48720, 11811, 46417]",3175
3176,[42827],3176
3177,"[31704, 40304, 40303, 5808, 33350, 33379, 39456, 5933, 20866, 33043, 37275, 49510, 39424, 43568, 33352, 32512, 32513, 31696, 44985, 20650, 27580, 36475, 33359, 21312, 27102, 39454, 5804]",3177
3178,"[49494, 32092, 5344, 20859, 14067, 33348, 47434, 37630, 42461, 15485, 20817, 48966, 20790, 20776]",3178
3179,"[42885, 1423, 32890, 31696, 32887, 33353, 38425, 38427, 3486]",3179
3180,"[26971, 32047, 15194, 17079, 32016, 33348, 39456, 33348, 33037, 33108, 21783, 27362, 13143, 27616, 22415, 20903, 9664, 22070, 763, 44755, 24644, 11939, 15926, 45974, 42418, 12033, 40205, 48039, 1315, 36590, 778, 17075]",3180
3181,"[39456, 44876, 16500, 32151, 16024, 39456, 11509, 26417, 33359, 30996]",3181
3182,"[39456, 32904]",3182
3183,"[39440, 33348, 39422, 39459]",3183
3184,"[33426, 32237, 50582, 50582, 48857, 48857, 20487, 44050, 21208, 33116]",3184
3185,"[2229, 5725, 32805, 21137, 12273, 14130, 39936, 23956, 33043, 33043, 39883, 14123, 7753, 10625, 3486]",3185
3186,"[37114, 11357, 11357, 7226, 7203, 12080, 36988, 17711]",3186
3187,"[24019, 27211, 32559, 51328, 50895, 39445, 47212, 33525, 52172, 30856, 33416, 1, 50382, 50384, 29425]",3187
3188,"[26444, 26455, 26457, 26453, 48702, 48701, 48700]",3188
3189,"[33361, 20770, 48798]",3189
3190,"[44043, 50230, 48551, 26970, 52126, 39443]",3190
3191,"[224, 22564, 314, 25849, 45037, 33379, 36794, 33373, 39415, 39436, 33416, 1454, 32121, 20789, 18084, 9893, 29356, 18079, 32426, 29355, 20646]",3191
3192,"[37325, 39459, 39462, 33330, 33352, 33420]",3192
3193,"[29031, 13438, 31706, 775]",3193
3194,[47742],3194
3195,"[24962, 7668, 31660, 27155, 28621, 27477, 15902]",3195
3196,"[38478, 6115, 10897, 5349, 52034, 22083, 44019, 32035, 24302, 5541, 5340, 38133, 47277, 4552, 5186, 12049, 8275, 26437, 156, 8936, 35228, 38133, 14303]",3196
3197,"[20425, 16771, 53000, 34515, 53099]",3197
3198,"[33425, 33416, 7856, 52694, 29369, 23968, 36480]",3198
3199,"[16779, 22260, 11165]",3199
3200,"[28264, 28260]",3200
3201,"[25838, 25838, 39457, 38719]",3201
3202,"[52893, 21104, 30893, 20934, 35809, 21572, 35513, 1353, 39457, 30893, 33356, 38719, 40308]",3202
3203,"[39480, 11259, 11257, 33418, 50803, 40953, 31165, 21005, 23962, 39440, 50010]",3203
3204,"[14793, 21917, 23509, 50230, 16075]",3204
3205,"[34641, 33287, 20414, 47750, 46185, 43924, 46181, 31590, 33580]",3205
3206,"[45026, 29369, 33285, 21662, 2548, 7240]",3206
3207,[40152],3207
3208,"[39444, 39444, 39444]",3208
3209,"[33345, 39458, 33416, 33422, 35309, 39422, 20850, 30339, 46168, 8734, 32275, 33416, 50298, 32280, 30768]",3209
3210,"[15600, 19681, 33348, 33345, 39444, 48454, 12517, 22574, 17419, 43181, 42964, 8311, 39444, 13538, 39444]",3210
3211,"[33348, 33466, 20785, 23456, 33854, 16762, 12416, 195, 14537, 14880, 1268, 46335, 20817, 20794, 5587]",3211
3212,"[8499, 33425, 38437, 33363, 26647, 22329, 39457, 52134, 33416]",3212
3213,"[32212, 37518, 52133, 14364, 47133, 39422, 33365, 33332, 39422, 39462]",3213
3214,"[21488, 31956, 35414]",3214
3215,[6405],3215
3216,"[28265, 16507, 50740, 41245, 42866, 9455, 24289, 12536, 16496, 17038, 27894, 26069, 4483, 6894, 50618, 51381, 38198, 9607, 6896, 5065, 2932, 6877, 3402, 3401, 50529, 3523, 4372, 53039, 48454, 20785, 30782, 40681, 33422, 37192, 37186, 41376, 41377, 24343, 17931, 28107, 39502, 33425, 17767, 33423, 33366, 4475]",3216
3217,"[24343, 28624, 30842, 31561, 24288, 23446, 46903, 31557, 8385, 51628, 46851, 33416, 35875, 11808, 50766, 53121, 35131, 27553, 50114, 14465, 47088, 33416, 31558, 33344, 33422, 23037, 991]",3217
3218,"[29355, 29358, 29354, 29342]",3218
3219,"[18440, 52929, 48617, 27355, 33307]",3219
3220,"[7005, 6718, 7689, 53095, 5353]",3220
3221,"[51321, 46827, 33424, 33428, 33423, 41156, 33425, 37431, 52882, 7117, 7237]",3221
3222,"[13941, 45098, 36883, 33416, 33329, 40616, 33416, 39483, 24035, 19387, 53095]",3222
3223,"[7117, 7230, 7237]",3223
3224,"[6718, 42769, 42869, 7681, 47496, 5296, 5339, 19739, 40208, 22150, 40339]",3224
3225,"[7067, 13941, 15042, 335, 24743, 11358, 21420, 33422]",3225
3226,"[41551, 41855]",3226
3227,"[18939, 53095, 26473, 39411, 39419, 33425, 33425, 33359]",3227
3228,"[51471, 12037, 38545, 21404, 32342, 44595]",3228
3229,"[14118, 14107, 52253, 35092, 21921, 35092, 14117, 20324, 21027, 22063, 20908, 31670]",3229
3230,"[29527, 13964, 24051, 24061, 39498, 20794, 44535, 32151]",3230
3231,"[14117, 14070, 35092, 35092, 5400, 15205, 5349]",3231
3232,"[20157, 45562, 22150, 27082, 40896, 14539, 1306, 28443, 42956, 1265, 42461, 20758]",3232
3233,"[11365, 14054, 31716, 42890, 42853, 27713, 33348, 33422, 33348, 39262, 26795, 45837, 18371, 45922, 28854, 21195, 10858, 39445, 21856, 17650, 20942, 20945]",3233
3234,"[11365, 11355, 42624, 17545, 36712, 50371, 8180, 33379, 23956, 39454, 45672, 2751, 27270, 32324, 44421, 692, 871, 33345, 13373, 17531, 784, 26949, 44276, 42962, 37266, 37265, 47253, 16606, 31031, 1306, 49918, 16825, 36506, 24039, 39454, 33425, 28444, 20792, 45516, 8487, 14556, 45677, 47253, 4955, 5508]",3234
3235,[45885],3235
3236,"[1910, 7055, 2241, 52940, 52939, 52941, 12743, 45822, 21137, 21195, 42972, 16056, 8184, 51418, 50495, 31044]",3236
3237,[7186],3237
3238,"[18969, 46104]",3238
3239,"[14210, 7224, 7044, 45359, 25721, 41432, 14221, 33333, 42588, 161, 14185]",3239
3240,"[21423, 43888, 46391, 46951, 51128, 46137, 48216]",3240
3241,[36200],3241
3242,"[14022, 14022, 14022, 7186, 7186]",3242
3243,"[11396, 11397, 11398, 52885, 52882]",3243
3244,"[44719, 51993, 35664, 29020, 33361, 33390, 33425, 33344, 39507, 30416, 5441, 33422, 33425, 7211]",3244
3245,"[17093, 13030, 13030, 30707, 17799, 12946, 48615, 11252, 28458, 33423, 33422, 33424, 33375, 26708, 30921, 33424, 52164]",3245
3246,"[2959, 47505, 4444, 43558, 3089, 4321, 2959, 38381, 33368, 15043, 4318, 2959]",3246
3247,"[11362, 33416, 39408, 5722, 10640, 33382, 33423, 33425, 33422, 39482, 33366, 33382, 6814, 10920]",3247
3248,"[41653, 48850, 23183, 12815, 33420, 33329, 21077, 2222, 6287, 31034]",3248
3249,"[7200, 39407, 42279]",3249
3250,"[828, 8181, 45325]",3250
3251,"[14042, 30705, 7275, 9220, 11639, 27048, 23518, 32049, 41235, 9222, 9225, 45018, 30626, 1297, 33365, 33416, 39463, 20344, 20407]",3251
3252,"[47253, 33344]",3252
3253,"[7116, 33420]",3253
3254,"[7248, 7228]",3254
3255,"[11365, 25208, 19129, 19136]",3255
3256,"[36429, 8615, 7031]",3256
3257,[33329],3257
3258,"[20747, 45898]",3258
3259,"[28435, 20824, 20796, 20776, 20869, 8451, 31015, 42475, 38719, 923, 42061, 10338, 28018, 37270, 39455, 21258, 21258, 33416, 44628, 7680]",3259
3260,"[33362, 33362, 47565, 14178, 47563, 13965, 20797, 20796, 20776, 20843, 20792, 12228, 29813, 29847, 12067, 18962, 10626, 22001, 36689, 32487]",3260
3261,"[36171, 32333, 20792, 20751, 39415, 6732, 29796, 29813, 39429]",3261
3262,"[37270, 32122, 20794, 15042, 28445, 20792, 23359, 29813, 5908, 20794, 20771]",3262
3263,[13968],3263
3264,"[47952, 48716, 31380]",3264
3265,"[21171, 20857, 20841, 33416, 52883, 39442]",3265
3266,"[31388, 49511, 49510, 31390, 4727, 39454]",3266
